Stimulus,TargetScore,features,Cluster,Time Period,Frequency,Estimator,SHAP_value
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,52.30146556680116
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,51.618182077675954
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,30.849143774508832
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,3.2770817121242075
Senryu,Aesthetic_Appeal,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,33.851994857493374
Senryu,Aesthetic_Appeal,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,58.65287747527399
Senryu,Aesthetic_Appeal,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,-134.09139685497922
Senryu,Aesthetic_Appeal,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,25.200789321924056
Senryu,Aesthetic_Appeal,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,67.78040925579396
Senryu,Aesthetic_Appeal,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,30.407822305237175
Senryu,Aesthetic_Appeal,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,7.849023181539349
Senryu,Aesthetic_Appeal,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,-28.296446740938144
Senryu,Aesthetic_Appeal,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,9.992280594048633
Senryu,Aesthetic_Appeal,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,59.379732311273415
Senryu,Aesthetic_Appeal,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,16.308623314873277
Senryu,Aesthetic_Appeal,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,2.4458027877921236
Senryu,Aesthetic_Appeal,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,44.74023211239579
Senryu,Aesthetic_Appeal,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,44.5429674581058
Senryu,Aesthetic_Appeal,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,-4.831128155930658
Senryu,Aesthetic_Appeal,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,13.820581195419749
Senryu,Aesthetic_Appeal,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,26.58929669478192
Senryu,Aesthetic_Appeal,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,179.87386665174756
Senryu,Aesthetic_Appeal,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,41.75693648159212
Senryu,Aesthetic_Appeal,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,108.86567213633643
Senryu,Aesthetic_Appeal,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,94.06049687322151
Senryu,Aesthetic_Appeal,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,46.120209723336735
Senryu,Aesthetic_Appeal,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,103.89675733572012
Senryu,Aesthetic_Appeal,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,-5.156070710312514
Senryu,Aesthetic_Appeal,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,-10.098613901096254
Senryu,Aesthetic_Appeal,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,72.69802036319794
Senryu,Aesthetic_Appeal,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,34.95919993851337
Senryu,Aesthetic_Appeal,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,31.211928726467924
Senryu,Aesthetic_Appeal,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,-21.431997899032996
Senryu,Aesthetic_Appeal,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,86.09602386880256
Senryu,Aesthetic_Appeal,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,39.29521478197066
Senryu,Creativity,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,13.659117290584852
Senryu,Creativity,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,20.247102500405763
Senryu,Creativity,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,-6.131322448631318
Senryu,Creativity,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,1.6135442095231123
Senryu,Creativity,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.0
Senryu,Creativity,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,-8.28211179816922
Senryu,Creativity,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,-1.1190719817314647
Senryu,Creativity,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,15.842064622143134
Senryu,Creativity,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,4.889179014976254
Senryu,Creativity,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,1.5989252260952516
Senryu,Creativity,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,-0.49337444886287507
Senryu,Creativity,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,12.838302664025449
Senryu,Creativity,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.5008727075044448
Senryu,Creativity,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,0.0
Senryu,Creativity,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,2.2495097485920326
Senryu,Creativity,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,-0.3526582547144316
Senryu,Creativity,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.0
Senryu,Creativity,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,-0.4908683404798187
Senryu,Creativity,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,-0.04141204359698281
Senryu,Creativity,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,11.652598500774724
Senryu,Creativity,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,-0.00048103501692447917
Senryu,Creativity,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,-0.2871074364719704
Senryu,Creativity,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,-2.635545757139084
Senryu,Creativity,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,0.8457608716408618
Senryu,Creativity,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.49941748733169444
Senryu,Creativity,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,-0.32618090888410206
Senryu,Creativity,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,-0.6474332741862937
Senryu,Creativity,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,39.236492719564104
Senryu,Creativity,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.25449779864113725
Senryu,Creativity,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.0
Senryu,Creativity,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,5.593900898812738
Senryu,Creativity,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,0.6133408643348233
Senryu,Creativity,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,-0.003082000465047973
Senryu,Creativity,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,7.082556952231799
Senryu,Creativity,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,-17.18479937504409
Senryu,Creativity,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,13.960578538789093
Senryu,Creativity,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,-31.514701457418408
Senryu,Creativity,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,1.3975784783558336
Senryu,Creativity,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.0
Senryu,Creativity,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,4.018926195025145
Senryu,Creativity,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,-0.24365830575129277
Senryu,Creativity,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,-11.567260228721551
Senryu,Creativity,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,-0.0853968539021256
Senryu,Creativity,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,2.532563612234847
Senryu,Creativity,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,0.0
Senryu,Creativity,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,1.4237409040746303
Senryu,Creativity,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,5.054336099825224
Senryu,Creativity,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,0.0
Senryu,Creativity,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,0.2976181054997479
Senryu,Creativity,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,-1.1070406199664895
Senryu,Creativity,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,2.9787548461119426
Senryu,Creativity,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,-0.5430806707461157
Senryu,Creativity,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.0001461581882634775
Senryu,Creativity,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,17.70867196310486
Senryu,Creativity,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.013470951679710415
Senryu,Creativity,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,3.7267445261552536
Senryu,Creativity,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,-2.098190609001094
Senryu,Creativity,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,-0.6239231025144242
Senryu,Creativity,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,7.566915022532048
Senryu,Creativity,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.0445870488545843
Senryu,Creativity,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,0.41167449955648133
Senryu,Creativity,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,24.083946063352037
Senryu,Creativity,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,-0.10228133030598593
Senryu,Creativity,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,0.16427430391925982
Senryu,Creativity,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,-0.1430365141102909
Senryu,Creativity,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,-0.26304087851830193
Senryu,Creativity,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.13293882674898733
Senryu,Creativity,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,1.3141386290491008
Senryu,Creativity,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,-1.2749693365124244
Senryu,Creativity,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,0.12720446344554717
Senryu,Creativity,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,3.068645453983559
Senryu,Creativity,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,-0.09009830970840123
Senryu,Creativity,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,1.8197767640738416
Senryu,Creativity,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.0
Senryu,Creativity,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,3.3331674745475655e-05
Senryu,Creativity,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,-0.018229222330096807
Senryu,Creativity,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,4.660983659843512
Senryu,Creativity,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,-1.088841783308627
Senryu,Creativity,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.0
Senryu,Creativity,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,1.2336978877158047
Senryu,Creativity,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,0.0
Senryu,Creativity,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,-29.068468904469967
Senryu,Creativity,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,1.6446652697403823
Senryu,Creativity,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,25.31030302107766
Senryu,Creativity,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.0
Senryu,Creativity,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,-12.536095982750451
Senryu,Creativity,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,0.3430680019806117
Senryu,Creativity,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,16.65237930694804
Senryu,Creativity,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,-8.977640292275904
Senryu,Creativity,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,5.399317663341509
Senryu,Moved,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,0.3926357531492408
Senryu,Moved,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,-0.38512791867951035
Senryu,Moved,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,0.03384601856887742
Senryu,Moved,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,0.1087244581579576
Senryu,Moved,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,1.015660624967732
Senryu,Moved,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,1.3328736232641571
Senryu,Moved,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,0.16982537054773986
Senryu,Moved,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,1.5090922708987464
Senryu,Moved,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,-0.11775963616381355
Senryu,Moved,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,-0.6312602898606358
Senryu,Moved,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,3.2253849703089856
Senryu,Moved,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,0.18557344472799786
Senryu,Moved,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.46851464248757985
Senryu,Moved,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-0.007007793551413231
Senryu,Moved,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.14560737581760355
Senryu,Moved,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,0.7605347816158831
Senryu,Moved,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,-0.46250097932680295
Senryu,Moved,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,-0.10335315380715268
Senryu,Moved,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,-0.07539287590945132
Senryu,Moved,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,0.9625221796725231
Senryu,Moved,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,2.4867951016361363
Senryu,Moved,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,0.8047218826913402
Senryu,Moved,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,0.11857905985718385
Senryu,Moved,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,-0.04411094923702988
Senryu,Moved,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,-0.8545352423834137
Senryu,Moved,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,1.0260692769361075
Senryu,Moved,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.03133962183322013
Senryu,Moved,"CL2_(5, 10)_delta",CL2,"(5, 10)",delta,LightGBM,0.09560831858524826
Senryu,Moved,"CL2_(5, 10)_lower gamma",CL2,"(5, 10)",lower gamma,LightGBM,0.24741065149816452
Senryu,Moved,"CL2_(5, 10)_theta",CL2,"(5, 10)",theta,LightGBM,0.2484324240095904
Senryu,Moved,"CL3_(-4, 0)_alpha",CL3,"(-4, 0)",alpha,LightGBM,0.1495298088121985
Senryu,Moved,"CL3_(-4, 0)_beta",CL3,"(-4, 0)",beta,LightGBM,-0.23083052875217122
Senryu,Moved,"CL3_(-4, 0)_delta",CL3,"(-4, 0)",delta,LightGBM,1.6364345162410894
Senryu,Moved,"CL3_(-4, 0)_lower gamma",CL3,"(-4, 0)",lower gamma,LightGBM,-0.17383768851147513
Senryu,Moved,"CL3_(-4, 0)_theta",CL3,"(-4, 0)",theta,LightGBM,2.275459533505861
Senryu,Moved,"CL3_(0, 5)_alpha",CL3,"(0, 5)",alpha,LightGBM,0.3805929275098595
Senryu,Moved,"CL3_(0, 5)_beta",CL3,"(0, 5)",beta,LightGBM,-1.2312758363310325
Senryu,Moved,"CL3_(0, 5)_delta",CL3,"(0, 5)",delta,LightGBM,-0.11870117078263659
Senryu,Moved,"CL3_(0, 5)_lower gamma",CL3,"(0, 5)",lower gamma,LightGBM,0.43128769890998797
Senryu,Moved,"CL3_(0, 5)_theta",CL3,"(0, 5)",theta,LightGBM,-0.4294690517164282
Senryu,Moved,"CL3_(5, 10)_alpha",CL3,"(5, 10)",alpha,LightGBM,-0.20866858056795964
Senryu,Moved,"CL3_(5, 10)_beta",CL3,"(5, 10)",beta,LightGBM,0.7882195849297793
Senryu,Moved,"CL3_(5, 10)_delta",CL3,"(5, 10)",delta,LightGBM,1.0128238124705085
Senryu,Moved,"CL3_(5, 10)_lower gamma",CL3,"(5, 10)",lower gamma,LightGBM,0.041586430576509924
Senryu,Moved,"CL3_(5, 10)_theta",CL3,"(5, 10)",theta,LightGBM,-0.19479734224887124
Senryu,Moved,"CL4_(-4, 0)_alpha",CL4,"(-4, 0)",alpha,LightGBM,0.6303920994316656
Senryu,Moved,"CL4_(-4, 0)_beta",CL4,"(-4, 0)",beta,LightGBM,0.30290425542604194
Senryu,Moved,"CL4_(-4, 0)_delta",CL4,"(-4, 0)",delta,LightGBM,-1.6172657899209655
Senryu,Moved,"CL4_(-4, 0)_lower gamma",CL4,"(-4, 0)",lower gamma,LightGBM,0.1273494567500457
Senryu,Moved,"CL4_(-4, 0)_theta",CL4,"(-4, 0)",theta,LightGBM,0.27807449636847836
Senryu,Moved,"CL4_(0, 5)_alpha",CL4,"(0, 5)",alpha,LightGBM,1.976549046468145
Senryu,Moved,"CL4_(0, 5)_beta",CL4,"(0, 5)",beta,LightGBM,0.5862371138735829
Senryu,Moved,"CL4_(0, 5)_delta",CL4,"(0, 5)",delta,LightGBM,0.20692851344553426
Senryu,Moved,"CL4_(0, 5)_lower gamma",CL4,"(0, 5)",lower gamma,LightGBM,-0.3294301991382679
Senryu,Moved,"CL4_(0, 5)_theta",CL4,"(0, 5)",theta,LightGBM,0.4894796175879801
Senryu,Moved,"CL4_(5, 10)_alpha",CL4,"(5, 10)",alpha,LightGBM,0.5431487157380148
Senryu,Moved,"CL4_(5, 10)_beta",CL4,"(5, 10)",beta,LightGBM,0.16598378381015944
Senryu,Moved,"CL4_(5, 10)_delta",CL4,"(5, 10)",delta,LightGBM,0.5530777298197105
Senryu,Moved,"CL4_(5, 10)_lower gamma",CL4,"(5, 10)",lower gamma,LightGBM,0.38616231844220267
Senryu,Moved,"CL4_(5, 10)_theta",CL4,"(5, 10)",theta,LightGBM,0.945057508477812
Senryu,Moved,"CL5_(-4, 0)_alpha",CL5,"(-4, 0)",alpha,LightGBM,-0.23315116837020206
Senryu,Moved,"CL5_(-4, 0)_beta",CL5,"(-4, 0)",beta,LightGBM,0.16072742100403828
Senryu,Moved,"CL5_(-4, 0)_delta",CL5,"(-4, 0)",delta,LightGBM,0.543616796776995
Senryu,Moved,"CL5_(-4, 0)_lower gamma",CL5,"(-4, 0)",lower gamma,LightGBM,-0.5700461773213376
Senryu,Moved,"CL5_(-4, 0)_theta",CL5,"(-4, 0)",theta,LightGBM,-0.0782551822666421
Senryu,Moved,"CL5_(0, 5)_alpha",CL5,"(0, 5)",alpha,LightGBM,1.1817563918093765
Senryu,Moved,"CL5_(0, 5)_beta",CL5,"(0, 5)",beta,LightGBM,0.2979005240980701
Senryu,Moved,"CL5_(0, 5)_delta",CL5,"(0, 5)",delta,LightGBM,-0.13825256979279651
Senryu,Moved,"CL5_(0, 5)_lower gamma",CL5,"(0, 5)",lower gamma,LightGBM,-0.21671205283823064
Senryu,Moved,"CL5_(0, 5)_theta",CL5,"(0, 5)",theta,LightGBM,-0.004396645390976115
Senryu,Moved,"CL5_(5, 10)_alpha",CL5,"(5, 10)",alpha,LightGBM,0.4597758968412251
Senryu,Moved,"CL5_(5, 10)_beta",CL5,"(5, 10)",beta,LightGBM,0.27101519970408094
Senryu,Moved,"CL5_(5, 10)_delta",CL5,"(5, 10)",delta,LightGBM,0.21918261558791513
Senryu,Moved,"CL5_(5, 10)_lower gamma",CL5,"(5, 10)",lower gamma,LightGBM,0.13864513777170384
Senryu,Moved,"CL5_(5, 10)_theta",CL5,"(5, 10)",theta,LightGBM,0.26942089577127126
Senryu,Moved,"CL6_(-4, 0)_alpha",CL6,"(-4, 0)",alpha,LightGBM,-0.0774376217577323
Senryu,Moved,"CL6_(-4, 0)_beta",CL6,"(-4, 0)",beta,LightGBM,1.1498612479511856
Senryu,Moved,"CL6_(-4, 0)_delta",CL6,"(-4, 0)",delta,LightGBM,1.6087051351537724
Senryu,Moved,"CL6_(-4, 0)_lower gamma",CL6,"(-4, 0)",lower gamma,LightGBM,0.12717675659685979
Senryu,Moved,"CL6_(-4, 0)_theta",CL6,"(-4, 0)",theta,LightGBM,-0.6681993868478351
Senryu,Moved,"CL6_(0, 5)_alpha",CL6,"(0, 5)",alpha,LightGBM,-0.027871266677573767
Senryu,Moved,"CL6_(0, 5)_beta",CL6,"(0, 5)",beta,LightGBM,-0.921572392626164
Senryu,Moved,"CL6_(0, 5)_delta",CL6,"(0, 5)",delta,LightGBM,-0.49362507579853
Senryu,Moved,"CL6_(0, 5)_lower gamma",CL6,"(0, 5)",lower gamma,LightGBM,0.48825466946748225
Senryu,Moved,"CL6_(0, 5)_theta",CL6,"(0, 5)",theta,LightGBM,0.6377881902027154
Senryu,Moved,"CL6_(5, 10)_alpha",CL6,"(5, 10)",alpha,LightGBM,-0.25260809936506506
Senryu,Moved,"CL6_(5, 10)_beta",CL6,"(5, 10)",beta,LightGBM,0.06949517593461932
Senryu,Moved,"CL6_(5, 10)_delta",CL6,"(5, 10)",delta,LightGBM,0.6830517920595696
Senryu,Moved,"CL6_(5, 10)_lower gamma",CL6,"(5, 10)",lower gamma,LightGBM,0.17920257260567293
Senryu,Moved,"CL6_(5, 10)_theta",CL6,"(5, 10)",theta,LightGBM,-1.3968300796399982
Senryu,Originality,"CL1_(-4, 0)_alpha",CL1,"(-4, 0)",alpha,LightGBM,3.8806008654578164
Senryu,Originality,"CL1_(-4, 0)_beta",CL1,"(-4, 0)",beta,LightGBM,9.237868425502343
Senryu,Originality,"CL1_(-4, 0)_delta",CL1,"(-4, 0)",delta,LightGBM,0.3054411188821412
Senryu,Originality,"CL1_(-4, 0)_lower gamma",CL1,"(-4, 0)",lower gamma,LightGBM,-0.15255943792113877
Senryu,Originality,"CL1_(-4, 0)_theta",CL1,"(-4, 0)",theta,LightGBM,0.48891779588500167
Senryu,Originality,"CL1_(0, 5)_alpha",CL1,"(0, 5)",alpha,LightGBM,18.187527111639
Senryu,Originality,"CL1_(0, 5)_beta",CL1,"(0, 5)",beta,LightGBM,4.537145887451569
Senryu,Originality,"CL1_(0, 5)_delta",CL1,"(0, 5)",delta,LightGBM,4.951693788180091
Senryu,Originality,"CL1_(0, 5)_lower gamma",CL1,"(0, 5)",lower gamma,LightGBM,0.6719323405285378
Senryu,Originality,"CL1_(0, 5)_theta",CL1,"(0, 5)",theta,LightGBM,-0.254495170381756
Senryu,Originality,"CL1_(5, 10)_alpha",CL1,"(5, 10)",alpha,LightGBM,6.156323955292154
Senryu,Originality,"CL1_(5, 10)_beta",CL1,"(5, 10)",beta,LightGBM,-5.282567716750297
Senryu,Originality,"CL1_(5, 10)_delta",CL1,"(5, 10)",delta,LightGBM,0.32736162902335914
Senryu,Originality,"CL1_(5, 10)_lower gamma",CL1,"(5, 10)",lower gamma,LightGBM,-0.8627610074129023
Senryu,Originality,"CL1_(5, 10)_theta",CL1,"(5, 10)",theta,LightGBM,0.1195795860591111
Senryu,Originality,"CL2_(-4, 0)_alpha",CL2,"(-4, 0)",alpha,LightGBM,1.4962133731762086
Senryu,Originality,"CL2_(-4, 0)_beta",CL2,"(-4, 0)",beta,LightGBM,0.5902478359645522
Senryu,Originality,"CL2_(-4, 0)_delta",CL2,"(-4, 0)",delta,LightGBM,-0.13528295820041172
Senryu,Originality,"CL2_(-4, 0)_lower gamma",CL2,"(-4, 0)",lower gamma,LightGBM,0.20500886520462366
Senryu,Originality,"CL2_(-4, 0)_theta",CL2,"(-4, 0)",theta,LightGBM,3.7227962198413684
Senryu,Originality,"CL2_(0, 5)_alpha",CL2,"(0, 5)",alpha,LightGBM,1.799438126913196
Senryu,Originality,"CL2_(0, 5)_beta",CL2,"(0, 5)",beta,LightGBM,0.574114313329946
Senryu,Originality,"CL2_(0, 5)_delta",CL2,"(0, 5)",delta,LightGBM,-0.21964393266675636
Senryu,Originality,"CL2_(0, 5)_lower gamma",CL2,"(0, 5)",lower gamma,LightGBM,1.5118095215462266
Senryu,Originality,"CL2_(0, 5)_theta",CL2,"(0, 5)",theta,LightGBM,0.0865148962798649
Senryu,Originality,"CL2_(5, 10)_alpha",CL2,"(5, 10)",alpha,LightGBM,0.020618552372044848
Senryu,Originality,"CL2_(5, 10)_beta",CL2,"(5, 10)",beta,LightGBM,0.47166040131494613
